Unnamed: 0,Date,Tweets,paper_text_processed,tweet_without_stopwords
4927,2021-04-09 16:00:40+00:00,"LIVE: @ChritieInc' next NFT auction will be nine rare CryptoPunk NFT Ukrainian official actually don't own billion in crypto and now you can pay rent in bitcoin

Watch The Hah panel dicu thee torie and more on http://tco/yHMYaDyzNy: 

http://tco/6flhKiZ5V","live: @christiesinc's next nft auction will be nine rare cryptopunk nft ukrainian officials actually don't own billions in crypto and now you can pay rent in bitcoin

watch the hash panel discuss these stories and more on https://tco/yhmyadyzny: 

https://tco/6flhskiz5v",live: @christiesinc's next nft auction nine rare cryptopunk nft ukrainian official actually billion crypto pay rent bitcoin watch hash panel discus story https://tco/yhmyadyzny: https://tco/6flhskiz5v
4982,2021-04-09 03:15:17+00:00,"🧠 All 99 Brain are now on the Blockchain

✅ 95 priced at 01 Ξ
✅ 4 Rare pecially priced (only 2 left)

Only on @openea
http://tco/V2S4Lnwdr2

#99brain #nft #nftart #nftartit #nftcollector #NFTcollection #TradingCard #Crypto #ETH #Cryptopunk #cryptopunk #blockchain http://tco/N6q5zEKqgw","🧠 all 99 brains are now on the blockchain

✅ 95 priced at 01 ξ
✅ 4 rare specially priced (only 2 left)

only on @opensea
https://tco/v2s4lnwdr2

99brains nft nftart nftartist nftcollector nftcollection tradingcards crypto eth cryptopunk cryptopunk blockchain https://tco/n6q5zekqgw",🧠 99 brain blockchain ✅ 95 priced 01 ξ ✅ 4 rare specially priced (only 2 left) @opensea https://tco/v2s4lnwdr2 99brains nft nftart nftartist nftcollector nftcollection tradingcards crypto eth cryptopunk cryptopunk blockchain https://tco/n6q5zekqgw
5020,2021-04-08 19:40:25+00:00,Well jut got myelf my firt #cryptopunk ^ee profile Gue I can't really put in my bio I'm jut exploring nft anymore getting deeper in there,well just got myself my first cryptopunk ^see profile guess i can't really put in my bio i'm just exploring nft anymore getting deeper in there,well got first cryptopunk ^see profile guess can't really put bio exploring nft anymore getting deeper
5026,2021-04-08 18:23:06+00:00,So I did a thing and finally bought my firt #cryptopunk by @larvalab Pleae help me welcome Mr 2050 😎 http://tco/GbiMoOIXV,o i did a thing and finally bought my first cryptopunk by @larvalabs please help me welcome mr 2050 😎 https://tco/gbimooixsv,thing finally bought first cryptopunk @larvalabs please help welcome mr 2050 😎 https://tco/gbimooixsv
5083,2021-04-08 03:50:14+00:00,"2/ When @jutinaverano approached me about curating a CryptoPunk exhibition for @aveartpace a few week ago it wa definitely intriguing for ure  Why wouldn't I want to put Punk on diplay for the world to ee

But it wa another factor that really got me to commit","2/ when @justinaversano approached me about curating a cryptopunk exhibition for @saveartspace a few weeks ago it was definitely intriguing for sure  why wouldn't i want to put punks on display for the world to see

but it was another factor that really got me to commit",2/ @justinaversano approached curating cryptopunk exhibition @saveartspace week ago definitely intriguing sure want put punk display world see another factor really got commit
5176,2021-04-06 23:48:53+00:00,@beaniemaxi If you're really cryptopunk why do you need to care about ome avatar,@beaniemaxi if you're really cryptopunk why do you need to care about some avatar,@beaniemaxi really cryptopunk need care avatar
5247,2021-04-05 23:26:31+00:00,"@DynatyxPPunk @picaopunk @Bank @PariHilton @DillonFranci @ForbeCrypto @mcuban @apluk @SnoopDogg @DappRadar @prankyNFT @MagazineNFT @nftportfolio @MagNft @GraffitiKINGS @cryptocrawlerz Crazy how fat thi i caling look like a pump group but it actually ha value🏴‍☠️
Very Impreive Glad to be a part of the madne
Cheer
@hard_dino @NFTBird @JRNYcrypto @ryan44649155 @NFTAnonymou 
#NFT #NFTcollector #Openea #cryptopunk #Cryptopunk #NFTCommunity","@dynastyxppunks @picassopunks @banks @parishilton @dillonfrancis @forbescrypto @mcuban @aplusk @snoopdogg @dappradar @pranksynft @magazinenft @nftportfolio @magnft @graffitikings @cryptocrawlerz crazy how fast this is scaling looks like a pump group but it actually has value🏴‍☠️
very impressive glad to be a part of the madness
cheers
@hard_dino @nftbirds @jrnycrypto @ryan44649155 @nftanonymous 
nft nftcollector opensea cryptopunk cryptopunk nftcommunity",@dynastyxppunks @picassopunks @banks @parishilton @dillonfrancis @forbescrypto @mcuban @aplusk @snoopdogg @dappradar @pranksynft @magazinenft @nftportfolio @magnft @graffitikings @cryptocrawlerz crazy fast scaling look like pump group actually value🏴‍☠️ impressive glad part madness cheer @hard_dino @nftbirds @jrnycrypto @ryan44649155 @nftanonymous nft nftcollector opensea cryptopunk cryptopunk nftcommunity
5260,2021-04-05 18:39:21+00:00,"Very happy to announce our collab with @eedphrae 
Launch: WEDNESDAY 8PM CET 🔥 For the event DANNY made hi firt (7) NFT' to raffle amongt the DANNY ETH-MEN holder

He pecially made each trait of the 7-trait cryptopunk into a eperate unique NFT🤩

@rariblecom #NFT http://tco/UmRqkOgyz","very happy to announce our collab with @seedphrase 
launch: wednesday 8pm cet 🔥 for the event danny made his first (7) nft's to raffle amongst the danny eth-men holders

he specially made each trait of the 7-trait cryptopunk into a seperate unique nft🤩

@rariblecom nft https://tco/umrqkogsyz",happy announce collab @seedphrase launch: wednesday 8pm cet 🔥 event danny made first (7) nft's raffle amongst danny eth-men holder specially made trait 7-trait cryptopunk seperate unique nft🤩 @rariblecom nft https://tco/umrqkogsyz
5334,2021-04-04 21:02:52+00:00,Manifeting a CryptoPunk into my life Thee mf-er are expenive but there’ thi one that i literally my twin and he keep tarring at me Stop looking at me like that 😩,manifesting a cryptopunk into my life these mf-ers are expensive but there’s this one that is literally my twin and he keeps starring at me stop looking at me like that 😩,manifesting cryptopunk life mf-ers expensive there’s literally twin keep starring stop looking like 😩
5391,2021-04-03 21:56:30+00:00,Finally got a cryptopunk @zed_run @ponyplug247 #zedrun #cryptopunk #zed http://tco/jifXYAZvEb,finally got a cryptopunk @zed_run @ponyplug247 zedrun cryptopunk zed https://tco/jifxyazveb,finally got cryptopunk @zed_run @ponyplug247 zedrun cryptopunk zed https://tco/jifxyazveb
5533,2021-04-01 19:02:03+00:00,"FUCK I jut accidentally ent my #cryptopunk to the burn addre becaue that’ what I had copied on my clipboard 😭😭😭😭

#RIP","fuck i just accidentally sent my cryptopunk to the burn address because that’s what i had copied on my clipboard 😭😭😭😭

rip",fuck accidentally sent cryptopunk burn address that’s copied clipboard 😭😭😭😭 rip
5549,2021-04-01 10:50:12+00:00,@elonmuk @elonmuk can we finally put a bumper ticker of my #cryptopunk on the rocket #NFT @SpaceX,@elonmusk @elonmusk can we finally put a bumper sticker of my cryptopunk on the rocket nft @spacex,@elonmusk @elonmusk finally put bumper sticker cryptopunk rocket nft @spacex
5580,2021-03-31 17:25:38+00:00,"I really like how creative the ""cryptopunk"" market ha gotten Found thee from @PaintyPunk  the other day A refrehing change to the cryptopunk genre http://tco/nHX0B8axcw","i really like how creative the ""cryptopunk"" market has gotten found these from @paintypunks  the other day a refreshing change to the cryptopunk genre https://tco/nhx0b8axcw","really like creative ""cryptopunk"" market gotten found @paintypunks day refreshing change cryptopunk genre https://tco/nhx0b8axcw"
5597,2021-03-31 11:35:12+00:00,"Hey #Etherum twitter help welcome a newb friend win the @viamirror $WRITE race today

@Kpax a prolific writer/philoopher/eer with 791k follower (highet in the race) i curiou to explore the pace

Even ha a cool #cryptopunk[ih] profile pic 👀
http://tco/8cGkrxyAU","hey etherum twitter help welcome a newb friend win the @viamirror write race today

@kpaxs a prolific writer/philosopher/seer with 791k followers (highest in the race) is curious to explore the space

even has a cool cryptopunk[ish] profile pic 👀
https://tco/8cgksrxyau",hey etherum twitter help welcome newb friend win @viamirror write race today @kpaxs prolific writer/philosopher/seer 791k follower (highest race) curious explore space even cool cryptopunk[ish] profile pic 👀 https://tco/8cgksrxyau
5613,2021-03-30 18:07:41+00:00,"it took me ome time to deprogram (though i got an MPP not an MBA)

but the deprogramming wa time well pent

now i don't capitalize ue period or generally give AF unle i feel like it

and my avatar i a CryptoPunk ftw

liberating http://tco/bQxhv7kejS","it took me some time to deprogram (though i got an mpp not an mba)

but the deprogramming was time well spent

now i don't capitalize use periods or generally give af unless i feel like it

and my avatar is a cryptopunk ftw

liberating https://tco/bqxhv7kej",took time deprogram (though got mpp mba) deprogramming time well spent capitalize period generally give af unless feel like avatar cryptopunk ftw liberating https://tco/bqxhv7kej
5662,2021-03-28 19:02:38+00:00,"I would like to introduce you all to CryptoPunk #9233

Finally found a punk that I really reonate with a oon a I aw him I knew he wa the one

I wanna ay a huge thank you to everyone who' upported and bought my crypto art without you thi wouldn't have happened 😸💙🏝️ http://tco/Bnpr9wHWW","i would like to introduce you all to cryptopunk 9233

finally found a punk that i really resonate with as soon as i saw him i knew he was the one

i wanna say a huge thank you to everyone who's supported and bought my crypto art without you this wouldn't have happened 😸💙🏝️ https://tco/bnpr9swhww",would like introduce cryptopunk 9233 finally found really resonate soon saw knew wanna say huge thank everyone who's supported bought crypto art without happened 😸💙🏝️ https://tco/bnpr9swhww
5665,2021-03-28 17:42:33+00:00,@LeValleyKelly @DCLBlogger @SuperRareJohn @Grandenchilada @digitallyrare @artnome @eleonorabrizi @RareArtFet @DankRare Look at that #cryptopunk before it wa fahun,@levalleykelly @dclblogger @superrarejohn @grandenchilada @digitallyrare @artnome @eleonorabrizi @rareartfest @dankrares look at that cryptopunk before it was fashun,@levalleykelly @dclblogger @superrarejohn @grandenchilada @digitallyrare @artnome @eleonorabrizi @rareartfest @dankrares look cryptopunk fashun
5717,2021-03-26 15:28:53+00:00,Thi feel like an admiion but I'm really kind of ick of/burnt out on cryptopunk knockoff project raking in boatload of ETH that could be going to wildly talented underexpoed artit of all ort 🤷‍♂️,this feels like an admission but i'm really kind of sick of/burnt out on cryptopunk knockoff projects raking in boatloads of eth that could be going to wildly talented underexposed artists of all sorts 🤷‍♂️,feel like admission really kind sick of/burnt cryptopunk knockoff project raking boatload eth could going wildly talented underexposed artist sort 🤷‍♂️
5738,2021-03-25 19:59:45+00:00,"I jut wrote a really fun CryptoPunk ong Gonna pot it to @withFND 🌐

0x3d9456Ad6463a77bD77123Cb4836e463030bfAb4

http://tco/PXV9LLkKB","i just wrote a really fun cryptopunk song gonna post it to @withfnd 🌐

0x3d9456ad6463a77bd77123cb4836e463030bfab4

https://tco/pxv9llskkb",wrote really fun cryptopunk song gonna post @withfnd 🌐 0x3d9456ad6463a77bd77123cb4836e463030bfab4 https://tco/pxv9llskkb
5744,2021-03-25 16:08:52+00:00,"New Anarchit drop
The border with Mexico wa croed illegally a new anarchy boy land to u 

http://tco/SSYevd0lDC
#NFT #nfthill #DIGITALART #cryptoartit #cryptoart #nftcollector #nftcommunity #cryptopunk #cryptopunk #cryptoanarchit #openea","new anarchists drop
the border with mexico was crossed illegally a new anarchy boy lands to us 

https://tco/ssyevd0ldc
nft nfthill digitalart cryptoartist cryptoart nftcollector nftcommunity cryptopunk cryptopunk cryptoanarchists opensea",new anarchist drop border mexico crossed illegally new anarchy boy land u https://tco/ssyevd0ldc nft nfthill digitalart cryptoartist cryptoart nftcollector nftcommunity cryptopunk cryptopunk cryptoanarchists opensea
5765,2021-03-24 18:31:39+00:00,"@realbanko @Mind_yourMatter @JRodger1 @GreekTycoon_ @0xd3d3 @orphan_crypto I love thi piece o much Art' future ha come into it power and i torming the old guard mueum A motley crew of bold cryptopunk futurit once outcat now darling are now - after decade of being treated a leer - howing the world what they can really do 
#nft","@realbankso @mind_yourmatter @jrodger1 @greektycoon_ @0xd3d3 @orphan_crypto i love this piece so much art's future has come into its power and is storming the old guard museums a motley crew of bold cryptopunk futurists once outcasts now darlings are now - after decades of being treated as lesser - showing the world what they can really do 
nft",@realbankso @mind_yourmatter @jrodger1 @greektycoon_ @0xd3d3 @orphan_crypto love piece much art's future come power storming old guard museum motley crew bold cryptopunk futurist outcast darling decade treated lesser showing world really nft
